Fes,X,segment,state,case_count,year,Month,Week,weekday,day,Festival,Season,Festival1
1353,24-06-2017,2,MAHARASHTRA,139,2017,6,25,7,24,NA,Summer,0
1354,24-06-2017,2,MADHYA PRADESH,334,2017,6,25,7,24,NA,Summer,0
1355,24-06-2017,2,ORISSA,1181,2017,6,25,7,24,NA,Summer,0
1356,24-06-2017,2,PUNJAB,0,2017,6,25,7,24,NA,Summer,0
1357,24-06-2017,2,TAMIL NADU,3104,2017,6,25,7,24,NA,Summer,0
1358,24-06-2017,2,TRIPURA,0,2017,6,25,7,24,NA,Summer,0
1359,24-06-2017,2,UTTAR PRADESH,168,2017,6,25,7,24,NA,Summer,0
1360,24-06-2017,2,WEST BENGAL,1097,2017,6,25,7,24,NA,Summer,0
1361,25-06-2017,2,ASSAM,0,2017,6,26,1,25,NA,Summer,0
1362,25-06-2017,2,BIHAR,0,2017,6,26,1,25,NA,Summer,0
1363,25-06-2017,2,CHHATTISGARH,168,2017,6,26,1,25,NA,Summer,0
1364,25-06-2017,2,GUJARAT,100,2017,6,26,1,25,NA,Summer,0
1365,25-06-2017,2,HARYANA,0,2017,6,26,1,25,NA,Summer,0
1366,25-06-2017,2,JHARKHAND,0,2017,6,26,1,25,NA,Summer,0
1367,25-06-2017,2,KERALA,921,2017,6,26,1,25,NA,Summer,0
1368,25-06-2017,2,KARNATAKA,811,2017,6,26,1,25,NA,Summer,0
1369,25-06-2017,2,MAHARASHTRA,115,2017,6,26,1,25,NA,Summer,0
1370,25-06-2017,2,MADHYA PRADESH,260,2017,6,26,1,25,NA,Summer,0
1371,25-06-2017,2,ORISSA,823,2017,6,26,1,25,NA,Summer,0
1372,25-06-2017,2,PUNJAB,0,2017,6,26,1,25,NA,Summer,0
1373,25-06-2017,2,TAMIL NADU,1824,2017,6,26,1,25,NA,Summer,0
1374,25-06-2017,2,TRIPURA,0,2017,6,26,1,25,NA,Summer,0
1375,25-06-2017,2,UTTAR PRADESH,102,2017,6,26,1,25,NA,Summer,0
1376,25-06-2017,2,WEST BENGAL,640,2017,6,26,1,25,NA,Summer,0
1377,26-06-2017,2,ASSAM,0,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1378,26-06-2017,2,BIHAR,0,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1379,26-06-2017,2,CHHATTISGARH,151,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1380,26-06-2017,2,GUJARAT,272,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1381,26-06-2017,2,HARYANA,0,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1382,26-06-2017,2,JHARKHAND,0,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1383,26-06-2017,2,KERALA,1570,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1384,26-06-2017,2,KARNATAKA,909,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1385,26-06-2017,2,MAHARASHTRA,11,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1386,26-06-2017,2,MADHYA PRADESH,245,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1387,26-06-2017,2,ORISSA,482,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1388,26-06-2017,2,PUNJAB,0,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1389,26-06-2017,2,TAMIL NADU,1522,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1390,26-06-2017,2,TRIPURA,0,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1391,26-06-2017,2,UTTAR PRADESH,95,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1392,26-06-2017,2,WEST BENGAL,471,2017,6,26,2,26,Id-ul-fitr,Summer,Id-ul-fitr
1393,27-06-2017,2,ASSAM,0,2017,6,26,3,27,NA,Summer,0
1394,27-06-2017,2,BIHAR,0,2017,6,26,3,27,NA,Summer,0
1395,27-06-2017,2,CHHATTISGARH,139,2017,6,26,3,27,NA,Summer,0
1396,27-06-2017,2,GUJARAT,150,2017,6,26,3,27,NA,Summer,0
1397,27-06-2017,2,HARYANA,0,2017,6,26,3,27,NA,Summer,0
1398,27-06-2017,2,JHARKHAND,0,2017,6,26,3,27,NA,Summer,0
1399,27-06-2017,2,KERALA,397,2017,6,26,3,27,NA,Summer,0
1400,27-06-2017,2,KARNATAKA,604,2017,6,26,3,27,NA,Summer,0
1401,27-06-2017,2,MAHARASHTRA,15,2017,6,26,3,27,NA,Summer,0
1402,27-06-2017,2,MADHYA PRADESH,135,2017,6,26,3,27,NA,Summer,0
1403,27-06-2017,2,ORISSA,362,2017,6,26,3,27,NA,Summer,0
1404,27-06-2017,2,PUNJAB,0,2017,6,26,3,27,NA,Summer,0
1405,27-06-2017,2,TAMIL NADU,1002,2017,6,26,3,27,NA,Summer,0
1406,27-06-2017,2,TRIPURA,0,2017,6,26,3,27,NA,Summer,0
1407,27-06-2017,2,UTTAR PRADESH,44,2017,6,26,3,27,NA,Summer,0
1408,27-06-2017,2,WEST BENGAL,304,2017,6,26,3,27,NA,Summer,0
1409,28-06-2017,2,ASSAM,0,2017,6,26,4,28,NA,Summer,0
1410,28-06-2017,2,BIHAR,0,2017,6,26,4,28,NA,Summer,0
1411,28-06-2017,2,CHHATTISGARH,53,2017,6,26,4,28,NA,Summer,0
1412,28-06-2017,2,GUJARAT,199,2017,6,26,4,28,NA,Summer,0
1413,28-06-2017,2,HARYANA,0,2017,6,26,4,28,NA,Summer,0
1414,28-06-2017,2,JHARKHAND,0,2017,6,26,4,28,NA,Summer,0
1415,28-06-2017,2,KERALA,175,2017,6,26,4,28,NA,Summer,0
1416,28-06-2017,2,KARNATAKA,403,2017,6,26,4,28,NA,Summer,0
1417,28-06-2017,2,MAHARASHTRA,53,2017,6,26,4,28,NA,Summer,0
1418,28-06-2017,2,MADHYA PRADESH,141,2017,6,26,4,28,NA,Summer,0
1419,28-06-2017,2,ORISSA,202,2017,6,26,4,28,NA,Summer,0
1420,28-06-2017,2,PUNJAB,0,2017,6,26,4,28,NA,Summer,0
1421,28-06-2017,2,TAMIL NADU,1061,2017,6,26,4,28,NA,Summer,0
1422,28-06-2017,2,TRIPURA,0,2017,6,26,4,28,NA,Summer,0
1423,28-06-2017,2,UTTAR PRADESH,106,2017,6,26,4,28,NA,Summer,0
1424,28-06-2017,2,WEST BENGAL,124,2017,6,26,4,28,NA,Summer,0
1425,29-06-2017,2,ASSAM,0,2017,6,26,5,29,NA,Summer,0
1426,29-06-2017,2,BIHAR,0,2017,6,26,5,29,NA,Summer,0
1427,29-06-2017,2,CHHATTISGARH,49,2017,6,26,5,29,NA,Summer,0
1428,29-06-2017,2,GUJARAT,86,2017,6,26,5,29,NA,Summer,0
1429,29-06-2017,2,HARYANA,0,2017,6,26,5,29,NA,Summer,0
1430,29-06-2017,2,JHARKHAND,0,2017,6,26,5,29,NA,Summer,0
1431,29-06-2017,2,KERALA,182,2017,6,26,5,29,NA,Summer,0
1432,29-06-2017,2,KARNATAKA,318,2017,6,26,5,29,NA,Summer,0
1433,29-06-2017,2,MAHARASHTRA,51,2017,6,26,5,29,NA,Summer,0
1434,29-06-2017,2,MADHYA PRADESH,109,2017,6,26,5,29,NA,Summer,0
1435,29-06-2017,2,ORISSA,114,2017,6,26,5,29,NA,Summer,0
1436,29-06-2017,2,PUNJAB,0,2017,6,26,5,29,NA,Summer,0
1437,29-06-2017,2,TAMIL NADU,780,2017,6,26,5,29,NA,Summer,0
1438,29-06-2017,2,TRIPURA,0,2017,6,26,5,29,NA,Summer,0
1439,29-06-2017,2,UTTAR PRADESH,89,2017,6,26,5,29,NA,Summer,0
1440,29-06-2017,2,WEST BENGAL,121,2017,6,26,5,29,NA,Summer,0
1441,30-06-2017,2,ASSAM,0,2017,6,26,6,30,NA,Summer,0
1442,30-06-2017,2,BIHAR,0,2017,6,26,6,30,NA,Summer,0
1443,30-06-2017,2,CHHATTISGARH,92,2017,6,26,6,30,NA,Summer,0
1444,30-06-2017,2,GUJARAT,90,2017,6,26,6,30,NA,Summer,0
1445,30-06-2017,2,HARYANA,0,2017,6,26,6,30,NA,Summer,0
1446,30-06-2017,2,JHARKHAND,0,2017,6,26,6,30,NA,Summer,0
1447,30-06-2017,2,KERALA,245,2017,6,26,6,30,NA,Summer,0
1448,30-06-2017,2,KARNATAKA,270,2017,6,26,6,30,NA,Summer,0
1449,30-06-2017,2,MAHARASHTRA,28,2017,6,26,6,30,NA,Summer,0
1450,30-06-2017,2,MADHYA PRADESH,108,2017,6,26,6,30,NA,Summer,0
1451,30-06-2017,2,ORISSA,183,2017,6,26,6,30,NA,Summer,0
1452,30-06-2017,2,PUNJAB,0,2017,6,26,6,30,NA,Summer,0
1453,30-06-2017,2,TAMIL NADU,617,2017,6,26,6,30,NA,Summer,0
1454,30-06-2017,2,TRIPURA,0,2017,6,26,6,30,NA,Summer,0
1455,30-06-2017,2,UTTAR PRADESH,39,2017,6,26,6,30,NA,Summer,0
1456,30-06-2017,2,WEST BENGAL,301,2017,6,26,6,30,NA,Summer,0
1457,01-07-2017,2,ASSAM,0,2017,7,26,7,1,NA,Monsoon,0
1458,01-07-2017,2,BIHAR,0,2017,7,26,7,1,NA,Monsoon,0
1459,01-07-2017,2,CHHATTISGARH,80,2017,7,26,7,1,NA,Monsoon,0
1460,01-07-2017,2,GUJARAT,94,2017,7,26,7,1,NA,Monsoon,0
1461,01-07-2017,2,HARYANA,0,2017,7,26,7,1,NA,Monsoon,0
1462,01-07-2017,2,JHARKHAND,0,2017,7,26,7,1,NA,Monsoon,0
1463,01-07-2017,2,KERALA,90,2017,7,26,7,1,NA,Monsoon,0
1464,01-07-2017,2,KARNATAKA,338,2017,7,26,7,1,NA,Monsoon,0
1465,01-07-2017,2,MAHARASHTRA,47,2017,7,26,7,1,NA,Monsoon,0
1466,01-07-2017,2,MADHYA PRADESH,108,2017,7,26,7,1,NA,Monsoon,0
1467,01-07-2017,2,ORISSA,210,2017,7,26,7,1,NA,Monsoon,0
1468,01-07-2017,2,PUNJAB,0,2017,7,26,7,1,NA,Monsoon,0
1469,01-07-2017,2,TAMIL NADU,782,2017,7,26,7,1,NA,Monsoon,0
1470,01-07-2017,2,TRIPURA,0,2017,7,26,7,1,NA,Monsoon,0
1471,01-07-2017,2,UTTAR PRADESH,53,2017,7,26,7,1,NA,Monsoon,0
1472,01-07-2017,2,WEST BENGAL,271,2017,7,26,7,1,NA,Monsoon,0
1473,02-07-2017,2,ASSAM,0,2017,7,27,1,2,NA,Monsoon,0
1474,02-07-2017,2,BIHAR,0,2017,7,27,1,2,NA,Monsoon,0
1475,02-07-2017,2,CHHATTISGARH,87,2017,7,27,1,2,NA,Monsoon,0
1476,02-07-2017,2,GUJARAT,86,2017,7,27,1,2,NA,Monsoon,0
1477,02-07-2017,2,HARYANA,0,2017,7,27,1,2,NA,Monsoon,0
1478,02-07-2017,2,JHARKHAND,0,2017,7,27,1,2,NA,Monsoon,0
1479,02-07-2017,2,KERALA,80,2017,7,27,1,2,NA,Monsoon,0
1480,02-07-2017,2,KARNATAKA,206,2017,7,27,1,2,NA,Monsoon,0
1481,02-07-2017,2,MAHARASHTRA,16,2017,7,27,1,2,NA,Monsoon,0
1482,02-07-2017,2,MADHYA PRADESH,65,2017,7,27,1,2,NA,Monsoon,0
1483,02-07-2017,2,ORISSA,193,2017,7,27,1,2,NA,Monsoon,0
1484,02-07-2017,2,PUNJAB,0,2017,7,27,1,2,NA,Monsoon,0
1485,02-07-2017,2,TAMIL NADU,245,2017,7,27,1,2,NA,Monsoon,0
1486,02-07-2017,2,TRIPURA,0,2017,7,27,1,2,NA,Monsoon,0
1487,02-07-2017,2,UTTAR PRADESH,29,2017,7,27,1,2,NA,Monsoon,0
1488,02-07-2017,2,WEST BENGAL,336,2017,7,27,1,2,NA,Monsoon,0
1489,03-07-2017,2,ASSAM,0,2017,7,27,2,3,NA,Monsoon,0
1490,03-07-2017,2,BIHAR,0,2017,7,27,2,3,NA,Monsoon,0
1491,03-07-2017,2,CHHATTISGARH,163,2017,7,27,2,3,NA,Monsoon,0
1492,03-07-2017,2,GUJARAT,46,2017,7,27,2,3,NA,Monsoon,0
1493,03-07-2017,2,HARYANA,0,2017,7,27,2,3,NA,Monsoon,0
1494,03-07-2017,2,JHARKHAND,0,2017,7,27,2,3,NA,Monsoon,0
1495,03-07-2017,2,KERALA,193,2017,7,27,2,3,NA,Monsoon,0
1496,03-07-2017,2,KARNATAKA,587,2017,7,27,2,3,NA,Monsoon,0
1497,03-07-2017,2,MAHARASHTRA,17,2017,7,27,2,3,NA,Monsoon,0
1498,03-07-2017,2,MADHYA PRADESH,94,2017,7,27,2,3,NA,Monsoon,0
1499,03-07-2017,2,ORISSA,272,2017,7,27,2,3,NA,Monsoon,0
1500,03-07-2017,2,PUNJAB,0,2017,7,27,2,3,NA,Monsoon,0
1501,03-07-2017,2,TAMIL NADU,1098,2017,7,27,2,3,NA,Monsoon,0
1502,03-07-2017,2,TRIPURA,0,2017,7,27,2,3,NA,Monsoon,0
1503,03-07-2017,2,UTTAR PRADESH,76,2017,7,27,2,3,NA,Monsoon,0
1504,03-07-2017,2,WEST BENGAL,386,2017,7,27,2,3,NA,Monsoon,0
1505,04-07-2017,2,ASSAM,0,2017,7,27,3,4,NA,Monsoon,0
1506,04-07-2017,2,BIHAR,0,2017,7,27,3,4,NA,Monsoon,0
1507,04-07-2017,2,CHHATTISGARH,185,2017,7,27,3,4,NA,Monsoon,0
1508,04-07-2017,2,GUJARAT,53,2017,7,27,3,4,NA,Monsoon,0
1509,04-07-2017,2,HARYANA,0,2017,7,27,3,4,NA,Monsoon,0
1510,04-07-2017,2,JHARKHAND,0,2017,7,27,3,4,NA,Monsoon,0
1511,04-07-2017,2,KERALA,309,2017,7,27,3,4,NA,Monsoon,0
1512,04-07-2017,2,KARNATAKA,867,2017,7,27,3,4,NA,Monsoon,0
1513,04-07-2017,2,MAHARASHTRA,45,2017,7,27,3,4,NA,Monsoon,0
1514,04-07-2017,2,MADHYA PRADESH,186,2017,7,27,3,4,NA,Monsoon,0
1515,04-07-2017,2,ORISSA,502,2017,7,27,3,4,NA,Monsoon,0
1516,04-07-2017,2,PUNJAB,0,2017,7,27,3,4,NA,Monsoon,0
1517,04-07-2017,2,TAMIL NADU,1660,2017,7,27,3,4,NA,Monsoon,0
1518,04-07-2017,2,TRIPURA,0,2017,7,27,3,4,NA,Monsoon,0
1519,04-07-2017,2,UTTAR PRADESH,39,2017,7,27,3,4,NA,Monsoon,0
1520,04-07-2017,2,WEST BENGAL,811,2017,7,27,3,4,NA,Monsoon,0
1521,05-07-2017,2,ASSAM,0,2017,7,27,4,5,NA,Monsoon,0
1522,05-07-2017,2,BIHAR,0,2017,7,27,4,5,NA,Monsoon,0
1523,05-07-2017,2,CHHATTISGARH,215,2017,7,27,4,5,NA,Monsoon,0
1524,05-07-2017,2,GUJARAT,79,2017,7,27,4,5,NA,Monsoon,0
1525,05-07-2017,2,HARYANA,0,2017,7,27,4,5,NA,Monsoon,0
1526,05-07-2017,2,JHARKHAND,0,2017,7,27,4,5,NA,Monsoon,0
1527,05-07-2017,2,KERALA,486,2017,7,27,4,5,NA,Monsoon,0
1528,05-07-2017,2,KARNATAKA,1026,2017,7,27,4,5,NA,Monsoon,0
1529,05-07-2017,2,MAHARASHTRA,48,2017,7,27,4,5,NA,Monsoon,0
1530,05-07-2017,2,MADHYA PRADESH,250,2017,7,27,4,5,NA,Monsoon,0
1531,05-07-2017,2,ORISSA,348,2017,7,27,4,5,NA,Monsoon,0
1532,05-07-2017,2,PUNJAB,0,2017,7,27,4,5,NA,Monsoon,0
1533,05-07-2017,2,TAMIL NADU,1673,2017,7,27,4,5,NA,Monsoon,0
1534,05-07-2017,2,TRIPURA,0,2017,7,27,4,5,NA,Monsoon,0
1535,05-07-2017,2,UTTAR PRADESH,83,2017,7,27,4,5,NA,Monsoon,0
1536,05-07-2017,2,WEST BENGAL,674,2017,7,27,4,5,NA,Monsoon,0
1537,06-07-2017,2,ASSAM,0,2017,7,27,5,6,NA,Monsoon,0
1538,06-07-2017,2,BIHAR,0,2017,7,27,5,6,NA,Monsoon,0
1539,06-07-2017,2,CHHATTISGARH,220,2017,7,27,5,6,NA,Monsoon,0
1540,06-07-2017,2,GUJARAT,77,2017,7,27,5,6,NA,Monsoon,0
1541,06-07-2017,2,HARYANA,0,2017,7,27,5,6,NA,Monsoon,0
1542,06-07-2017,2,JHARKHAND,0,2017,7,27,5,6,NA,Monsoon,0
1543,06-07-2017,2,KERALA,372,2017,7,27,5,6,NA,Monsoon,0
1544,06-07-2017,2,KARNATAKA,1078,2017,7,27,5,6,NA,Monsoon,0
1545,06-07-2017,2,MAHARASHTRA,28,2017,7,27,5,6,NA,Monsoon,0
1546,06-07-2017,2,MADHYA PRADESH,314,2017,7,27,5,6,NA,Monsoon,0
1547,06-07-2017,2,ORISSA,512,2017,7,27,5,6,NA,Monsoon,0
1548,06-07-2017,2,PUNJAB,0,2017,7,27,5,6,NA,Monsoon,0
1549,06-07-2017,2,TAMIL NADU,1589,2017,7,27,5,6,NA,Monsoon,0
1550,06-07-2017,2,TRIPURA,0,2017,7,27,5,6,NA,Monsoon,0
1551,06-07-2017,2,UTTAR PRADESH,79,2017,7,27,5,6,NA,Monsoon,0
1552,06-07-2017,2,WEST BENGAL,731,2017,7,27,5,6,NA,Monsoon,0
1553,07-07-2017,2,ASSAM,0,2017,7,27,6,7,NA,Monsoon,0
1554,07-07-2017,2,BIHAR,0,2017,7,27,6,7,NA,Monsoon,0
1555,07-07-2017,2,CHHATTISGARH,260,2017,7,27,6,7,NA,Monsoon,0
1556,07-07-2017,2,GUJARAT,146,2017,7,27,6,7,NA,Monsoon,0
1557,07-07-2017,2,HARYANA,0,2017,7,27,6,7,NA,Monsoon,0
1558,07-07-2017,2,JHARKHAND,0,2017,7,27,6,7,NA,Monsoon,0
1559,07-07-2017,2,KERALA,371,2017,7,27,6,7,NA,Monsoon,0
1560,07-07-2017,2,KARNATAKA,994,2017,7,27,6,7,NA,Monsoon,0
1561,07-07-2017,2,MAHARASHTRA,27,2017,7,27,6,7,NA,Monsoon,0
1562,07-07-2017,2,MADHYA PRADESH,364,2017,7,27,6,7,NA,Monsoon,0
1563,07-07-2017,2,ORISSA,565,2017,7,27,6,7,NA,Monsoon,0
1564,07-07-2017,2,PUNJAB,0,2017,7,27,6,7,NA,Monsoon,0
1565,07-07-2017,2,TAMIL NADU,1714,2017,7,27,6,7,NA,Monsoon,0
1566,07-07-2017,2,TRIPURA,0,2017,7,27,6,7,NA,Monsoon,0
1567,07-07-2017,2,UTTAR PRADESH,123,2017,7,27,6,7,NA,Monsoon,0
1568,07-07-2017,2,WEST BENGAL,758,2017,7,27,6,7,NA,Monsoon,0
1569,08-07-2017,2,ASSAM,0,2017,7,27,7,8,NA,Monsoon,0
1570,08-07-2017,2,BIHAR,0,2017,7,27,7,8,NA,Monsoon,0
1571,08-07-2017,2,CHHATTISGARH,262,2017,7,27,7,8,NA,Monsoon,0
1572,08-07-2017,2,GUJARAT,66,2017,7,27,7,8,NA,Monsoon,0
1573,08-07-2017,2,HARYANA,0,2017,7,27,7,8,NA,Monsoon,0
1574,08-07-2017,2,JHARKHAND,0,2017,7,27,7,8,NA,Monsoon,0
1575,08-07-2017,2,KERALA,378,2017,7,27,7,8,NA,Monsoon,0
1576,08-07-2017,2,KARNATAKA,1087,2017,7,27,7,8,NA,Monsoon,0
1577,08-07-2017,2,MAHARASHTRA,52,2017,7,27,7,8,NA,Monsoon,0
1578,08-07-2017,2,MADHYA PRADESH,285,2017,7,27,7,8,NA,Monsoon,0
1579,08-07-2017,2,ORISSA,557,2017,7,27,7,8,NA,Monsoon,0
1580,08-07-2017,2,PUNJAB,0,2017,7,27,7,8,NA,Monsoon,0
1581,08-07-2017,2,TAMIL NADU,1487,2017,7,27,7,8,NA,Monsoon,0
1582,08-07-2017,2,TRIPURA,0,2017,7,27,7,8,NA,Monsoon,0
1583,08-07-2017,2,UTTAR PRADESH,69,2017,7,27,7,8,NA,Monsoon,0
1584,08-07-2017,2,WEST BENGAL,642,2017,7,27,7,8,NA,Monsoon,0
1585,09-07-2017,2,ASSAM,0,2017,7,28,1,9,NA,Monsoon,0
1586,09-07-2017,2,BIHAR,0,2017,7,28,1,9,NA,Monsoon,0
1587,09-07-2017,2,CHHATTISGARH,183,2017,7,28,1,9,NA,Monsoon,0
1588,09-07-2017,2,GUJARAT,67,2017,7,28,1,9,NA,Monsoon,0
1589,09-07-2017,2,HARYANA,0,2017,7,28,1,9,NA,Monsoon,0
1590,09-07-2017,2,JHARKHAND,0,2017,7,28,1,9,NA,Monsoon,0
1591,09-07-2017,2,KERALA,255,2017,7,28,1,9,NA,Monsoon,0
1592,09-07-2017,2,KARNATAKA,743,2017,7,28,1,9,NA,Monsoon,0
1593,09-07-2017,2,MAHARASHTRA,51,2017,7,28,1,9,NA,Monsoon,0
1594,09-07-2017,2,MADHYA PRADESH,131,2017,7,28,1,9,NA,Monsoon,0
1595,09-07-2017,2,ORISSA,617,2017,7,28,1,9,NA,Monsoon,0
1596,09-07-2017,2,PUNJAB,0,2017,7,28,1,9,NA,Monsoon,0
1597,09-07-2017,2,TAMIL NADU,966,2017,7,28,1,9,NA,Monsoon,0
1598,09-07-2017,2,TRIPURA,0,2017,7,28,1,9,NA,Monsoon,0
1599,09-07-2017,2,UTTAR PRADESH,68,2017,7,28,1,9,NA,Monsoon,0
1600,09-07-2017,2,WEST BENGAL,858,2017,7,28,1,9,NA,Monsoon,0
1601,10-07-2017,2,ASSAM,0,2017,7,28,2,10,NA,Monsoon,0
1602,10-07-2017,2,BIHAR,0,2017,7,28,2,10,NA,Monsoon,0
1603,10-07-2017,2,CHHATTISGARH,203,2017,7,28,2,10,NA,Monsoon,0
1604,10-07-2017,2,GUJARAT,56,2017,7,28,2,10,NA,Monsoon,0
1605,10-07-2017,2,HARYANA,0,2017,7,28,2,10,NA,Monsoon,0
1606,10-07-2017,2,JHARKHAND,0,2017,7,28,2,10,NA,Monsoon,0
1607,10-07-2017,2,KERALA,452,2017,7,28,2,10,NA,Monsoon,0
1608,10-07-2017,2,KARNATAKA,1444,2017,7,28,2,10,NA,Monsoon,0
1609,10-07-2017,2,MAHARASHTRA,178,2017,7,28,2,10,NA,Monsoon,0
1610,10-07-2017,2,MADHYA PRADESH,200,2017,7,28,2,10,NA,Monsoon,0
1611,10-07-2017,2,ORISSA,713,2017,7,28,2,10,NA,Monsoon,0
1612,10-07-2017,2,PUNJAB,0,2017,7,28,2,10,NA,Monsoon,0
1613,10-07-2017,2,TAMIL NADU,1563,2017,7,28,2,10,NA,Monsoon,0
1614,10-07-2017,2,TRIPURA,0,2017,7,28,2,10,NA,Monsoon,0
1615,10-07-2017,2,UTTAR PRADESH,51,2017,7,28,2,10,NA,Monsoon,0
1616,10-07-2017,2,WEST BENGAL,873,2017,7,28,2,10,NA,Monsoon,0
1617,11-07-2017,2,ASSAM,0,2017,7,28,3,11,NA,Monsoon,0
1618,11-07-2017,2,BIHAR,0,2017,7,28,3,11,NA,Monsoon,0
1619,11-07-2017,2,CHHATTISGARH,346,2017,7,28,3,11,NA,Monsoon,0
1620,11-07-2017,2,GUJARAT,268,2017,7,28,3,11,NA,Monsoon,0
1621,11-07-2017,2,HARYANA,0,2017,7,28,3,11,NA,Monsoon,0
1622,11-07-2017,2,JHARKHAND,0,2017,7,28,3,11,NA,Monsoon,0
1623,11-07-2017,2,KERALA,1172,2017,7,28,3,11,NA,Monsoon,0
1624,11-07-2017,2,KARNATAKA,1797,2017,7,28,3,11,NA,Monsoon,0
1625,11-07-2017,2,MAHARASHTRA,177,2017,7,28,3,11,NA,Monsoon,0
1626,11-07-2017,2,MADHYA PRADESH,463,2017,7,28,3,11,NA,Monsoon,0
1627,11-07-2017,2,ORISSA,2102,2017,7,28,3,11,NA,Monsoon,0
1628,11-07-2017,2,PUNJAB,0,2017,7,28,3,11,NA,Monsoon,0
1629,11-07-2017,2,TAMIL NADU,4148,2017,7,28,3,11,NA,Monsoon,0
1630,11-07-2017,2,TRIPURA,0,2017,7,28,3,11,NA,Monsoon,0
1631,11-07-2017,2,UTTAR PRADESH,149,2017,7,28,3,11,NA,Monsoon,0
1632,11-07-2017,2,WEST BENGAL,1781,2017,7,28,3,11,NA,Monsoon,0
1633,12-07-2017,2,ASSAM,0,2017,7,28,4,12,NA,Monsoon,0
1634,12-07-2017,2,BIHAR,0,2017,7,28,4,12,NA,Monsoon,0
1635,12-07-2017,2,CHHATTISGARH,288,2017,7,28,4,12,NA,Monsoon,0
1636,12-07-2017,2,GUJARAT,448,2017,7,28,4,12,NA,Monsoon,0
1637,12-07-2017,2,HARYANA,0,2017,7,28,4,12,NA,Monsoon,0
1638,12-07-2017,2,JHARKHAND,0,2017,7,28,4,12,NA,Monsoon,0
1639,12-07-2017,2,KERALA,1428,2017,7,28,4,12,NA,Monsoon,0
1640,12-07-2017,2,KARNATAKA,1860,2017,7,28,4,12,NA,Monsoon,0
1641,12-07-2017,2,MAHARASHTRA,258,2017,7,28,4,12,NA,Monsoon,0
1642,12-07-2017,2,MADHYA PRADESH,640,2017,7,28,4,12,NA,Monsoon,0
1643,12-07-2017,2,ORISSA,2729,2017,7,28,4,12,NA,Monsoon,0
1644,12-07-2017,2,PUNJAB,0,2017,7,28,4,12,NA,Monsoon,0
1645,12-07-2017,2,TAMIL NADU,6124,2017,7,28,4,12,NA,Monsoon,0
1646,12-07-2017,2,TRIPURA,0,2017,7,28,4,12,NA,Monsoon,0
1647,12-07-2017,2,UTTAR PRADESH,256,2017,7,28,4,12,NA,Monsoon,0
1648,12-07-2017,2,WEST BENGAL,2685,2017,7,28,4,12,NA,Monsoon,0
1649,13-07-2017,2,ASSAM,0,2017,7,28,5,13,NA,Monsoon,0
1650,13-07-2017,2,BIHAR,0,2017,7,28,5,13,NA,Monsoon,0
1651,13-07-2017,2,CHHATTISGARH,365,2017,7,28,5,13,NA,Monsoon,0
1652,13-07-2017,2,GUJARAT,622,2017,7,28,5,13,NA,Monsoon,0
1653,13-07-2017,2,HARYANA,0,2017,7,28,5,13,NA,Monsoon,0
1654,13-07-2017,2,JHARKHAND,0,2017,7,28,5,13,NA,Monsoon,0
1655,13-07-2017,2,KERALA,1580,2017,7,28,5,13,NA,Monsoon,0
1656,13-07-2017,2,KARNATAKA,2434,2017,7,28,5,13,NA,Monsoon,0
1657,13-07-2017,2,MAHARASHTRA,314,2017,7,28,5,13,NA,Monsoon,0
1658,13-07-2017,2,MADHYA PRADESH,460,2017,7,28,5,13,NA,Monsoon,0
1659,13-07-2017,2,ORISSA,3728,2017,7,28,5,13,NA,Monsoon,0
1660,13-07-2017,2,PUNJAB,0,2017,7,28,5,13,NA,Monsoon,0
1661,13-07-2017,2,TAMIL NADU,6257,2017,7,28,5,13,NA,Monsoon,0
1662,13-07-2017,2,TRIPURA,0,2017,7,28,5,13,NA,Monsoon,0
1663,13-07-2017,2,UTTAR PRADESH,428,2017,7,28,5,13,NA,Monsoon,0
1664,13-07-2017,2,WEST BENGAL,3236,2017,7,28,5,13,NA,Monsoon,0
1665,14-07-2017,2,ASSAM,0,2017,7,28,6,14,NA,Monsoon,0
1666,14-07-2017,2,BIHAR,0,2017,7,28,6,14,NA,Monsoon,0
1667,14-07-2017,2,CHHATTISGARH,308,2017,7,28,6,14,NA,Monsoon,0
1668,14-07-2017,2,GUJARAT,633,2017,7,28,6,14,NA,Monsoon,0
